inspection_id,restaurant_id,inspection_type,date,result,score,inspector_id,notes,pass
311,206,License,2023-02-25,Pass w/ Conditions,15,INSP9513,Inspection notes for inspection 311,True
312,323,License,2015-10-20,Pass w/ Conditions,11,INSP7129,Inspection notes for inspection 312,True
313,814,Complaint,2018-10-04,Pass,63,INSP8753,Inspection notes for inspection 313,True
314,323,License,2016-01-13,Pass w/ Conditions,98,INSP8229,Inspection notes for inspection 314,True
315,229,License,2023-09-29,Pass,57,INSP3342,Inspection notes for inspection 315,True
316,203,Complaint,2022-07-15,Fail,100,INSP8519,Inspection notes for inspection 316,False
317,768,Complaint,2020-08-11,Pass w/ Conditions,71,INSP2655,Inspection notes for inspection 317,True
318,328,License,2021-12-16,Pass w/ Conditions,48,INSP3633,Inspection notes for inspection 318,True
319,494,Routine,2018-05-09,Fail,21,INSP5804,Inspection notes for inspection 319,False
320,100,License,2019-09-23,Pass w/ Conditions,80,INSP9957,Inspection notes for inspection 320,True
321,320,License,2020-05-02,Fail,3,INSP9485,Inspection notes for inspection 321,False
322,313,Routine,2020-12-24,Pass w/ Conditions,4,INSP2133,Inspection notes for inspection 322,True
323,536,Complaint,2021-02-23,Fail,53,INSP4881,Inspection notes for inspection 323,False
324,989,Follow-up,2025-03-05,Pass w/ Conditions,77,INSP2018,Inspection notes for inspection 324,True
325,512,Follow-up,2020-05-23,Pass,85,INSP4076,Inspection notes for inspection 325,True
326,231,Routine,2017-01-03,Pass w/ Conditions,51,INSP7362,Inspection notes for inspection 326,True
327,453,Complaint,2016-01-04,Pass,96,INSP4825,Inspection notes for inspection 327,True
328,364,Follow-up,2016-02-25,Pass,65,INSP8887,Inspection notes for inspection 328,True
329,844,Routine,2021-04-30,Pass,34,INSP3023,Inspection notes for inspection 329,True
330,427,Complaint,2018-09-13,Pass,89,INSP3406,Inspection notes for inspection 330,True
331,313,Complaint,2023-04-23,Pass w/ Conditions,0,INSP6974,Inspection notes for inspection 331,True
332,592,Follow-up,2017-03-23,Fail,94,INSP7607,Inspection notes for inspection 332,False
333,332,Complaint,2024-06-25,Pass w/ Conditions,99,INSP2567,Inspection notes for inspection 333,True
334,16,Complaint,2020-04-15,Pass,9,INSP4684,Inspection notes for inspection 334,True
335,988,Follow-up,2018-11-19,Fail,80,INSP2711,Inspection notes for inspection 335,False
336,843,Follow-up,2018-05-31,Fail,2,INSP2304,Inspection notes for inspection 336,False
337,797,Complaint,2018-01-31,Pass w/ Conditions,65,INSP9139,Inspection notes for inspection 337,True
338,825,License,2022-09-17,Fail,25,INSP6009,Inspection notes for inspection 338,False
339,890,License,2024-02-18,Fail,15,INSP1562,Inspection notes for inspection 339,False
340,810,Follow-up,2020-01-24,Fail,53,INSP1161,Inspection notes for inspection 340,False
341,278,Complaint,2020-09-28,Fail,13,INSP6938,Inspection notes for inspection 341,False
342,160,License,2021-09-19,Pass,10,INSP2745,Inspection notes for inspection 342,True
343,89,Complaint,2019-05-28,Fail,19,INSP8778,Inspection notes for inspection 343,False
344,214,License,2016-08-09,Pass,18,INSP2400,Inspection notes for inspection 344,True
345,634,Routine,2025-01-16,Pass w/ Conditions,56,INSP2456,Inspection notes for inspection 345,True
346,555,Follow-up,2022-08-27,Pass,24,INSP8196,Inspection notes for inspection 346,True
347,405,Complaint,2024-06-23,Pass w/ Conditions,65,INSP7365,Inspection notes for inspection 347,True
348,41,Routine,2019-03-15,Fail,79,INSP9557,Inspection notes for inspection 348,False
349,149,Complaint,2022-02-06,Pass w/ Conditions,24,INSP3773,Inspection notes for inspection 349,True
350,360,Routine,2024-10-03,Pass w/ Conditions,53,INSP3854,Inspection notes for inspection 350,True
351,150,Complaint,2015-09-16,Fail,24,INSP5720,Inspection notes for inspection 351,False
352,620,Follow-up,2017-09-24,Pass,25,INSP4162,Inspection notes for inspection 352,True
353,52,Follow-up,2016-02-07,Pass w/ Conditions,36,INSP2618,Inspection notes for inspection 353,True
354,321,Complaint,2021-11-24,Pass,6,INSP5777,Inspection notes for inspection 354,True
355,765,License,2021-06-25,Pass w/ Conditions,67,INSP4751,Inspection notes for inspection 355,True
356,316,License,2016-04-28,Pass,28,INSP5127,Inspection notes for inspection 356,True
357,910,Routine,2025-01-30,Fail,26,INSP4678,Inspection notes for inspection 357,False
358,280,Follow-up,2024-09-06,Pass,12,INSP6445,Inspection notes for inspection 358,True
359,961,License,2016-08-11,Fail,42,INSP6709,Inspection notes for inspection 359,False
360,482,Complaint,2019-03-09,Fail,59,INSP2036,Inspection notes for inspection 360,False
361,596,Follow-up,2019-09-10,Pass,54,INSP2794,Inspection notes for inspection 361,True
362,965,License,2016-02-11,Pass w/ Conditions,0,INSP5228,Inspection notes for inspection 362,True
363,252,Follow-up,2023-06-12,Pass w/ Conditions,98,INSP8572,Inspection notes for inspection 363,True
364,130,Routine,2023-06-04,Pass w/ Conditions,23,INSP3127,Inspection notes for inspection 364,True
365,415,Routine,2020-05-26,Pass,2,INSP7812,Inspection notes for inspection 365,True
366,455,License,2016-09-22,Pass,42,INSP9611,Inspection notes for inspection 366,True
367,967,License,2022-08-04,Fail,95,INSP4144,Inspection notes for inspection 367,False
368,231,Follow-up,2022-02-22,Pass w/ Conditions,12,INSP3570,Inspection notes for inspection 368,True
369,165,Follow-up,2023-04-17,Pass,38,INSP7174,Inspection notes for inspection 369,True
370,980,Routine,2025-03-04,Pass,42,INSP5121,Inspection notes for inspection 370,True
371,578,Routine,2025-03-27,Pass w/ Conditions,2,INSP1810,Inspection notes for inspection 371,True
372,2,Complaint,2023-10-02,Pass,77,INSP9020,Inspection notes for inspection 372,True
373,253,Complaint,2020-04-07,Pass w/ Conditions,66,INSP3434,Inspection notes for inspection 373,True
374,595,License,2019-05-19,Pass,60,INSP5859,Inspection notes for inspection 374,True
375,67,License,2022-03-14,Pass w/ Conditions,44,INSP6214,Inspection notes for inspection 375,True
376,405,Follow-up,2021-09-12,Pass,74,INSP7953,Inspection notes for inspection 376,True
377,869,Follow-up,2021-07-10,Pass w/ Conditions,57,INSP3213,Inspection notes for inspection 377,True
378,34,Complaint,2016-09-10,Pass,1,INSP5889,Inspection notes for inspection 378,True
379,290,License,2018-01-17,Pass w/ Conditions,54,INSP5241,Inspection notes for inspection 379,True
380,654,Complaint,2020-12-11,Pass,63,INSP6578,Inspection notes for inspection 380,True
381,133,Complaint,2016-11-23,Pass w/ Conditions,97,INSP5202,Inspection notes for inspection 381,True
382,987,Complaint,2024-11-25,Fail,51,INSP7570,Inspection notes for inspection 382,False
383,885,License,2021-06-15,Fail,57,INSP1535,Inspection notes for inspection 383,False
384,986,Follow-up,2016-08-26,Fail,31,INSP2835,Inspection notes for inspection 384,False
385,323,License,2024-10-18,Pass w/ Conditions,83,INSP5561,Inspection notes for inspection 385,True
386,867,Complaint,2022-04-11,Pass,40,INSP4629,Inspection notes for inspection 386,True
387,981,Follow-up,2016-09-28,Pass,51,INSP3540,Inspection notes for inspection 387,True
388,529,Routine,2019-01-26,Pass,14,INSP2280,Inspection notes for inspection 388,True
389,2,Follow-up,2018-02-17,Pass,63,INSP9168,Inspection notes for inspection 389,True
390,848,Follow-up,2017-11-13,Fail,85,INSP9065,Inspection notes for inspection 390,False
391,659,Routine,2017-08-12,Pass w/ Conditions,87,INSP9688,Inspection notes for inspection 391,True
392,625,Follow-up,2021-11-27,Pass,34,INSP6895,Inspection notes for inspection 392,True
393,997,Routine,2016-06-30,Pass,81,INSP1495,Inspection notes for inspection 393,True
394,709,Complaint,2020-01-09,Pass,36,INSP2113,Inspection notes for inspection 394,True
395,801,License,2017-11-29,Pass,35,INSP4576,Inspection notes for inspection 395,True
396,972,Complaint,2024-11-25,Fail,47,INSP7206,Inspection notes for inspection 396,False
397,860,Routine,2021-05-21,Fail,8,INSP2924,Inspection notes for inspection 397,False
398,840,Follow-up,2017-03-11,Pass w/ Conditions,15,INSP7975,Inspection notes for inspection 398,True
399,298,License,2023-12-16,Pass w/ Conditions,59,INSP6783,Inspection notes for inspection 399,True
400,746,Follow-up,2016-11-13,Fail,99,INSP4449,Inspection notes for inspection 400,False
401,361,License,2024-10-30,Fail,21,INSP8541,Inspection notes for inspection 401,False
402,583,Complaint,2018-07-27,Fail,58,INSP9508,Inspection notes for inspection 402,False
403,678,Routine,2018-11-04,Fail,15,INSP1149,Inspection notes for inspection 403,False
404,128,Follow-up,2023-05-25,Pass w/ Conditions,18,INSP5765,Inspection notes for inspection 404,True
405,771,License,2016-07-22,Pass w/ Conditions,23,INSP6747,Inspection notes for inspection 405,True
406,505,Complaint,2023-06-16,Pass,88,INSP1123,Inspection notes for inspection 406,True
407,590,License,2025-04-13,Fail,81,INSP8128,Inspection notes for inspection 407,False
408,897,License,2019-02-03,Fail,50,INSP9075,Inspection notes for inspection 408,False
409,831,Follow-up,2015-11-21,Pass w/ Conditions,98,INSP4913,Inspection notes for inspection 409,True
410,852,License,2016-11-01,Pass w/ Conditions,9,INSP7618,Inspection notes for inspection 410,True
411,50,License,2022-11-02,Pass w/ Conditions,59,INSP6661,Inspection notes for inspection 411,True
412,64,Complaint,2021-06-12,Pass w/ Conditions,91,INSP4910,Inspection notes for inspection 412,True
413,573,Follow-up,2015-11-02,Pass w/ Conditions,86,INSP6418,Inspection notes for inspection 413,True
414,229,Complaint,2023-08-14,Pass w/ Conditions,69,INSP5722,Inspection notes for inspection 414,True
415,687,Routine,2024-07-25,Pass,87,INSP7409,Inspection notes for inspection 415,True
416,155,Routine,2024-06-04,Pass,1,INSP5492,Inspection notes for inspection 416,True
417,396,Complaint,2023-10-22,Fail,13,INSP7362,Inspection notes for inspection 417,False
418,193,Routine,2017-06-13,Pass w/ Conditions,57,INSP7102,Inspection notes for inspection 418,True
419,38,License,2016-03-27,Pass,4,INSP3842,Inspection notes for inspection 419,True
420,53,Follow-up,2024-08-30,Pass w/ Conditions,59,INSP7331,Inspection notes for inspection 420,True
421,972,Follow-up,2019-05-10,Pass,96,INSP3397,Inspection notes for inspection 421,True
422,920,Follow-up,2025-05-10,Pass w/ Conditions,63,INSP5045,Inspection notes for inspection 422,True
423,162,Routine,2022-10-30,Fail,65,INSP5616,Inspection notes for inspection 423,False
424,651,Routine,2020-05-28,Fail,95,INSP5202,Inspection notes for inspection 424,False
425,504,License,2018-04-17,Pass w/ Conditions,83,INSP2146,Inspection notes for inspection 425,True
426,249,Routine,2016-03-07,Pass,55,INSP9152,Inspection notes for inspection 426,True
427,676,Follow-up,2019-06-14,Pass w/ Conditions,38,INSP9849,Inspection notes for inspection 427,True
428,893,License,2024-10-20,Pass w/ Conditions,58,INSP5634,Inspection notes for inspection 428,True
429,2,Routine,2020-07-31,Pass,5,INSP5022,Inspection notes for inspection 429,True
430,553,License,2021-09-03,Fail,86,INSP5936,Inspection notes for inspection 430,False
431,179,Follow-up,2017-04-10,Pass w/ Conditions,1,INSP8423,Inspection notes for inspection 431,True
432,476,Follow-up,2020-12-20,Pass w/ Conditions,18,INSP7020,Inspection notes for inspection 432,True
433,592,Complaint,2023-04-28,Fail,77,INSP5435,Inspection notes for inspection 433,False
434,59,Routine,2022-03-03,Fail,41,INSP6082,Inspection notes for inspection 434,False
435,207,Complaint,2019-10-02,Pass,42,INSP8776,Inspection notes for inspection 435,True
436,915,Follow-up,2016-07-03,Pass w/ Conditions,92,INSP6350,Inspection notes for inspection 436,True
437,273,Follow-up,2018-12-20,Pass w/ Conditions,87,INSP4401,Inspection notes for inspection 437,True
438,733,Complaint,2020-12-25,Pass,3,INSP1476,Inspection notes for inspection 438,True
439,307,Follow-up,2020-08-07,Fail,96,INSP1241,Inspection notes for inspection 439,False
440,699,License,2025-01-27,Pass,44,INSP5824,Inspection notes for inspection 440,True
441,992,Complaint,2017-03-13,Pass w/ Conditions,24,INSP7145,Inspection notes for inspection 441,True
442,155,License,2016-01-19,Fail,96,INSP2575,Inspection notes for inspection 442,False
443,311,Routine,2016-11-10,Fail,47,INSP4306,Inspection notes for inspection 443,False
444,589,License,2017-07-17,Pass w/ Conditions,43,INSP9347,Inspection notes for inspection 444,True
445,71,Follow-up,2024-02-21,Pass w/ Conditions,19,INSP8905,Inspection notes for inspection 445,True
446,716,License,2022-05-31,Fail,30,INSP7997,Inspection notes for inspection 446,False
447,4,Follow-up,2022-02-09,Pass,65,INSP9306,Inspection notes for inspection 447,True
448,553,License,2023-12-07,Pass w/ Conditions,95,INSP2574,Inspection notes for inspection 448,True
449,442,Follow-up,2023-10-24,Pass w/ Conditions,42,INSP9217,Inspection notes for inspection 449,True
450,11,License,2021-01-03,Pass,62,INSP2933,Inspection notes for inspection 450,True
451,139,Routine,2016-01-31,Pass w/ Conditions,43,INSP5877,Inspection notes for inspection 451,True
452,950,Follow-up,2024-08-26,Pass,47,INSP2960,Inspection notes for inspection 452,True
453,466,Complaint,2016-07-03,Pass,62,INSP9632,Inspection notes for inspection 453,True
454,769,Routine,2020-06-07,Pass,71,INSP1689,Inspection notes for inspection 454,True
455,556,License,2016-04-10,Pass,85,INSP8384,Inspection notes for inspection 455,True
456,510,Routine,2020-06-01,Pass w/ Conditions,23,INSP2988,Inspection notes for inspection 456,True
457,568,Follow-up,2022-03-18,Pass,83,INSP9514,Inspection notes for inspection 457,True
458,784,License,2024-12-26,Pass,16,INSP9392,Inspection notes for inspection 458,True
459,702,Complaint,2016-03-20,Pass w/ Conditions,84,INSP1518,Inspection notes for inspection 459,True
460,635,Complaint,2015-08-30,Pass,79,INSP9699,Inspection notes for inspection 460,True
461,119,Follow-up,2023-10-02,Pass,28,INSP1126,Inspection notes for inspection 461,True
462,193,License,2023-11-02,Pass w/ Conditions,45,INSP8636,Inspection notes for inspection 462,True
463,459,Routine,2019-05-27,Fail,21,INSP1648,Inspection notes for inspection 463,False
464,377,Follow-up,2020-06-05,Pass w/ Conditions,71,INSP1922,Inspection notes for inspection 464,True
465,178,Routine,2016-03-01,Pass w/ Conditions,81,INSP9007,Inspection notes for inspection 465,True
466,422,License,2020-05-08,Pass,53,INSP1870,Inspection notes for inspection 466,True
467,614,License,2020-07-14,Pass,33,INSP4630,Inspection notes for inspection 467,True
468,647,Follow-up,2024-04-13,Pass w/ Conditions,6,INSP2339,Inspection notes for inspection 468,True
469,722,Follow-up,2015-07-07,Pass w/ Conditions,10,INSP2860,Inspection notes for inspection 469,True
470,703,Complaint,2017-10-01,Pass,93,INSP6850,Inspection notes for inspection 470,True
471,232,Follow-up,2022-06-25,Pass,6,INSP2875,Inspection notes for inspection 471,True
472,470,License,2019-06-21,Fail,60,INSP4853,Inspection notes for inspection 472,False
473,39,Routine,2018-03-10,Fail,95,INSP4820,Inspection notes for inspection 473,False
474,685,License,2021-01-01,Pass,56,INSP4874,Inspection notes for inspection 474,True
475,688,Complaint,2021-06-22,Pass,17,INSP2861,Inspection notes for inspection 475,True
476,171,Follow-up,2015-09-16,Pass w/ Conditions,48,INSP4810,Inspection notes for inspection 476,True
477,131,Follow-up,2019-07-14,Pass w/ Conditions,50,INSP7837,Inspection notes for inspection 477,True
478,854,Complaint,2019-09-11,Pass,55,INSP9108,Inspection notes for inspection 478,True
479,412,License,2017-06-23,Pass,48,INSP6020,Inspection notes for inspection 479,True
480,807,Follow-up,2016-11-13,Fail,63,INSP1627,Inspection notes for inspection 480,False
481,900,Routine,2022-02-17,Fail,63,INSP9592,Inspection notes for inspection 481,False
482,158,Complaint,2021-02-07,Fail,64,INSP2669,Inspection notes for inspection 482,False
483,442,Follow-up,2015-12-28,Pass w/ Conditions,33,INSP7295,Inspection notes for inspection 483,True
484,873,Complaint,2025-05-18,Pass w/ Conditions,18,INSP9199,Inspection notes for inspection 484,True
485,685,Follow-up,2017-02-01,Fail,76,INSP8335,Inspection notes for inspection 485,False
486,233,License,2022-04-12,Pass,3,INSP2645,Inspection notes for inspection 486,True
487,350,Routine,2020-01-18,Pass,68,INSP6583,Inspection notes for inspection 487,True
488,979,Follow-up,2018-12-06,Pass,99,INSP6143,Inspection notes for inspection 488,True
489,52,License,2020-12-31,Pass w/ Conditions,11,INSP9263,Inspection notes for inspection 489,True
490,945,Complaint,2017-12-09,Fail,4,INSP2117,Inspection notes for inspection 490,False
491,876,Follow-up,2018-12-27,Fail,61,INSP5391,Inspection notes for inspection 491,False
492,794,Complaint,2024-01-20,Fail,44,INSP3255,Inspection notes for inspection 492,False
493,84,Complaint,2018-03-30,Fail,93,INSP2673,Inspection notes for inspection 493,False
494,602,Routine,2017-04-11,Pass,31,INSP8902,Inspection notes for inspection 494,True
495,462,Routine,2018-05-14,Pass,70,INSP6258,Inspection notes for inspection 495,True
